queryId	subjectId	identity.x	alignmentLength.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	identity.y	alignmentLength.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
KY21.Chr10.237	tr|H2XS41|H2XS41_CIOIN	87.714	350	14	1	6	355	1	321	0	620	87.714	350	14	1	1	321	6	355	0	620
KY21.Chr10.239	tr|H2XR72|H2XR72_CIOIN	74.286	175	2	3	175	349	9	140	1.86e-67	223	74.286	175	2	3	9	140	175	349	2.36e-68	223
KY21.Chr10.24	tr|F6XGZ2|F6XGZ2_CIOIN	100	182	0	0	8	189	1	182	1.42e-122	378	100	182	0	0	1	182	8	189	2.72e-123	378
KY21.Chr10.240	tr|F6VKI2|F6VKI2_CIOIN	100	546	0	0	6	551	1	546	0	1143	100	546	0	0	1	546	6	551	0	1143
KY21.Chr10.241	tr|F6VKK3|F6VKK3_CIOIN	100	204	0	0	23	226	1	204	7.19e-147	406	100	204	0	0	1	204	23	226	1.02e-146	406
KY21.Chr10.243	tr|F6VKL4|F6VKL4_CIOIN	99.383	324	2	0	6	329	1	324	0	672	99.383	324	2	0	1	324	6	329	0	672
KY21.Chr10.246	tr|F6Y6P2|F6Y6P2_CIOIN	93.91	509	0	2	243	746	1	483	0	988	93.91	509	0	2	1	483	243	746	0	988
KY21.Chr10.248	tr|F6PVL8|F6PVL8_CIOIN	100	148	0	0	26	173	1	148	3.08e-109	306	100	148	0	0	1	148	26	173	4.12e-109	306
KY21.Chr10.252	tr|H2XN55|H2XN55_CIOIN	99.646	565	2	0	10	574	1	565	0	1172	99.646	565	2	0	1	565	10	574	0	1172
KY21.Chr10.253	tr|F6RGX9|F6RGX9_CIOIN	99.679	312	1	0	3	314	1	312	0	637	99.679	312	1	0	1	312	3	314	0	637
KY21.Chr10.254	tr|F6RGX1|F6RGX1_CIOIN	98.276	174	3	0	7	180	1	174	1.18e-128	360	98.276	174	3	0	1	174	7	180	1.4e-128	360
KY21.Chr10.256	tr|F6Y6X7|F6Y6X7_CIOIN	100	147	0	0	13	159	1	147	5.83e-108	303	100	147	0	0	1	147	13	159	8.44e-108	303
KY21.Chr10.257	tr|F6RGF8|F6RGF8_CIOIN	78.148	540	56	6	159	687	29	517	0	815	78.148	540	56	6	29	517	159	687	0	808
KY21.Chr10.258	tr|F6WH63|F6WH63_CIOIN	99.694	327	1	0	13	339	1	327	0	670	99.694	327	1	0	1	327	13	339	0	670
KY21.Chr10.259	tr|F6Y7X3|F6Y7X3_CIOIN	85.714	280	19	4	19	293	1	264	4e-159	457	85.714	280	19	4	1	264	19	293	5e-159	457
KY21.Chr10.260	tr|F6Y805|F6Y805_CIOIN	95.305	213	0	1	8	220	1	203	2.05e-141	400	95.305	213	0	1	1	203	8	220	1.52e-141	400
KY21.Chr10.261	tr|H2XMJ5|H2XMJ5_CIOIN	98.264	288	2	2	500	786	1	286	0	562	98.264	288	2	2	1	286	500	786	0	562
KY21.Chr10.262	tr|F6VVA7|F6VVA7_CIOIN	99.752	403	1	0	4	406	1	403	0	832	99.752	403	1	0	1	403	4	406	0	832
KY21.Chr10.264	tr|F6VUN5|F6VUN5_CIOIN	99.768	431	1	0	59	489	1	431	0	900	99.768	431	1	0	1	431	59	489	0	900
KY21.Chr10.265	tr|F6YRB7|F6YRB7_CIOIN	100	164	0	0	2	165	1	164	1.91e-122	340	100	164	0	0	1	164	2	165	2.97e-122	340
KY21.Chr10.267	tr|F6YRC1|F6YRC1_CIOIN	100	133	0	0	33	165	1	133	9.31e-96	271	100	133	0	0	1	133	33	165	1.17e-95	271
KY21.Chr10.268	tr|A0A1W3JRI0|A0A1W3JRI0_CIOIN	100	155	0	0	4	158	1	155	1.66e-114	319	100	155	0	0	1	155	4	158	2.54e-114	319
KY21.Chr10.27	tr|F7BEV9|F7BEV9_CIOIN	100	490	0	0	9	498	1	490	0	1014	100	490	0	0	1	490	9	498	0	1014
KY21.Chr10.270	tr|F6V6J6|F6V6J6_CIOIN	83.793	580	32	5	27	550	1	574	0	958	83.793	580	32	5	1	574	27	550	0	958
KY21.Chr10.283	tr|F6SHG8|F6SHG8_CIOIN	100	460	0	0	6	465	1	460	0	963	100	460	0	0	1	460	6	465	0	963
KY21.Chr10.288	tr|F6SH39|F6SH39_CIOIN	92.719	673	1	3	12	636	1	673	0	1246	92.719	673	1	3	1	673	12	636	0	1246
KY21.Chr10.289	tr|F7BG09|F7BG09_CIOIN	100	146	0	0	664	809	1	146	8.13e-99	306	100	146	0	0	1	146	664	809	1.84e-99	306
KY21.Chr10.29	tr|F6XHL9|F6XHL9_CIOIN	99.535	215	1	0	20	234	1	215	1.49e-161	449	99.535	215	1	0	1	215	20	234	1.37e-161	449
KY21.Chr10.290	tr|H2XMJ6|H2XMJ6_CIOIN	99.51	204	1	0	11	214	1	204	5.08e-140	416	99.51	204	1	0	1	204	11	214	1.64e-140	416
KY21.Chr10.292	tr|F7BG43|F7BG43_CIOIN	100	242	0	0	115	356	1	242	1.05e-150	466	100	242	0	0	1	242	115	356	1.25e-151	466
KY21.Chr10.293	tr|H2XN78|H2XN78_CIOIN	100	211	0	0	13	223	1	211	4.72e-149	421	100	211	0	0	1	211	13	223	3.44e-149	421
KY21.Chr10.296	tr|H2XW33|H2XW33_CIOIN	97.571	247	0	1	70	316	1	241	8.53e-179	492	97.571	247	0	1	1	241	70	316	1.03e-178	492
KY21.Chr10.297	tr|F6YLQ9|F6YLQ9_CIOIN	98.21	391	7	0	34	424	1	391	0	808	98.21	391	7	0	1	391	34	424	0	808
KY21.Chr10.298	tr|F6YLB5|F6YLB5_CIOIN	88.612	562	39	4	1	557	4	545	0	983	88.612	562	39	4	4	545	1	557	0	983
KY21.Chr10.30	tr|F6XI97|F6XI97_CIOIN	95.876	485	5	1	6	490	1	470	0	959	95.876	485	5	1	1	470	6	490	0	959
KY21.Chr10.300	tr|F6R6J0|F6R6J0_CIOIN	96.616	591	2	3	25	603	1	585	0	1174	96.616	591	2	3	1	585	25	603	0	1174
KY21.Chr10.301	tr|F7BGN2|F7BGN2_CIOIN	99.203	251	2	0	1097	1347	1	251	2.68e-175	518	99.203	251	2	0	1	251	1097	1347	7.82e-176	518
KY21.Chr10.302	tr|F6R2L1|F6R2L1_CIOIN	99.078	217	2	0	6	222	1	217	1.14e-157	434	99.078	217	2	0	1	217	6	222	1.74e-157	434
KY21.Chr10.306	tr|F6R2K7|F6R2K7_CIOIN	98.795	166	2	0	14	179	1	166	1.26e-121	340	98.795	166	2	0	1	166	14	179	1.5e-121	340
KY21.Chr10.307	tr|F6R2I4|F6R2I4_CIOIN	99.526	422	2	0	113	534	1	422	0	890	99.526	422	2	0	1	422	113	534	0	890
KY21.Chr10.309	tr|F7BGU9|F7BGU9_CIOIN	100	262	0	0	73	334	6	267	0	546	100	262	0	0	6	267	73	334	0	546
KY21.Chr10.31	tr|F6XHM9|F6XHM9_CIOIN	98.897	272	3	0	4	275	1	272	0	561	98.897	272	3	0	1	272	4	275	0	561
KY21.Chr10.311	tr|F7BH52|F7BH52_CIOIN	87.327	434	53	1	202	633	75	508	0	709	84.633	436	65	1	73	508	200	633	0	701
KY21.Chr10.312	tr|A0A1W2WI04|A0A1W2WI04_CIOIN	100	148	0	0	7	154	1	148	1.21e-108	304	100	148	0	0	1	148	7	154	1.82e-108	304
KY21.Chr10.313	tr|F6R273|F6R273_CIOIN	99.01	101	1	0	185	285	1	101	6.3e-70	213	99.01	101	1	0	1	101	185	285	2.73e-70	213
KY21.Chr10.314	tr|F6S959|F6S959_CIOIN	99.387	163	1	0	35	197	1	163	1.37e-122	342	99.387	163	1	0	1	163	35	197	1.72e-122	342
KY21.Chr10.317	tr|F6R255|F6R255_CIOIN	99.804	510	1	0	3	512	1	510	0	1066	99.804	510	1	0	1	510	3	512	0	1066
KY21.Chr10.318	tr|F6R222|F6R222_CIOIN	45.467	2173	955	50	2759	4740	22	2155	0	1528	51.882	2604	702	50	67	2150	2743	5315	0	2190
KY21.Chr10.319	tr|H2XNZ4|H2XNZ4_CIOIN	97.748	222	5	0	2744	2965	1	222	1.87e-146	454	97.748	222	5	0	1	222	2744	2965	1.47e-147	454
KY21.Chr10.32	tr|H2XXT4|H2XXT4_CIOIN	98.925	186	2	0	32	217	22	207	2.62e-140	390	98.925	186	2	0	22	207	32	217	3.45e-140	390
KY21.Chr10.320	tr|F6UG85|F6UG85_CIOIN	98.645	1993	2	1	8	2000	1	1968	0	4073	98.645	1993	2	1	1	1968	8	2000	0	4073
KY21.Chr10.323	tr|F6UGT8|F6UGT8_CIOIN	99.006	503	5	0	6	508	1	503	0	1019	99.006	503	5	0	1	503	6	508	0	1019
KY21.Chr10.325	tr|F6V7V9|F6V7V9_CIOIN	94.816	598	2	3	4	578	1	592	0	1151	94.816	598	2	3	1	592	4	578	0	1151
KY21.Chr10.326	tr|F6QHX9|F6QHX9_CIOIN	98.78	164	2	0	379	542	1	164	1.1e-108	320	98.78	164	2	0	1	164	379	542	5.15e-109	320
KY21.Chr10.327	tr|H2Y085|H2Y085_CIOIN	100	155	0	0	284	438	1	155	1.24e-108	316	100	155	0	0	1	155	284	438	6.86e-109	316
KY21.Chr10.328	tr|H2XQG7|H2XQG7_CIOIN	99.435	177	1	0	17	193	1	177	1.05e-127	355	99.435	177	1	0	1	177	17	193	1.5e-127	355
KY21.Chr10.329	tr|F6RHK8|F6RHK8_CIOIN	97.154	527	7	2	5	529	10	530	0	1062	97.154	527	7	2	10	530	5	529	0	1062
KY21.Chr10.330	tr|F6RT01|F6RT01_CIOIN	93.145	248	14	2	44	289	7	253	2.49e-172	475	93.145	248	14	2	7	253	44	289	3.42e-172	475
KY21.Chr10.333	tr|F6WVN4|F6WVN4_CIOIN	95.208	313	4	1	7	319	1	302	0	603	95.208	313	4	1	1	302	7	319	0	603
KY21.Chr10.334	tr|H2XNR7|H2XNR7_CIOIN	97.248	109	3	0	1094	1202	1	109	1.13e-65	216	97.248	109	3	0	1	109	1094	1202	1.67e-66	216
KY21.Chr10.335	tr|F6PUK0|F6PUK0_CIOIN	99.75	799	2	0	6	804	1	799	0	1617	99.75	799	2	0	1	799	6	804	0	1617
KY21.Chr10.336	tr|F6PUJ2|F6PUJ2_CIOIN	93.838	357	2	2	131	486	1	338	0	675	93.838	357	2	2	1	338	131	486	0	675
KY21.Chr10.339	tr|Q2PEE2|Q2PEE2_CIOIN	100	113	0	0	17	129	1	113	1.89e-82	236	100	113	0	0	1	113	17	129	2.6e-82	236
KY21.Chr10.34	tr|F6YJY4|F6YJY4_CIOIN	98.741	397	5	0	34	430	21	417	0	794	98.741	397	5	0	21	417	34	430	0	794
KY21.Chr10.340	tr|F6YTP2|F6YTP2_CIOIN	98.326	239	4	0	7	245	1	239	3.16e-165	485	98.326	239	4	0	1	239	7	245	1.09e-165	485
KY21.Chr10.341	tr|F6PZG6|F6PZG6_CIOIN	100	251	0	0	14	264	1	251	0	513	100	251	0	0	1	251	14	264	0	513
KY21.Chr10.342	tr|F6PZL2|F6PZL2_CIOIN	99.42	1034	6	0	25	1058	1	1034	0	2106	99.42	1034	6	0	1	1034	25	1058	0	2106
KY21.Chr10.345	tr|F6Q021|F6Q021_CIOIN	99.495	198	1	0	2	199	1	198	8.92e-131	364	99.495	198	1	0	1	198	2	199	1.39e-130	364
KY21.Chr10.346	tr|F6Q0N1|F6Q0N1_CIOIN	99.474	761	4	0	18	778	1	761	0	1585	99.474	761	4	0	1	761	18	778	0	1585
KY21.Chr10.347	tr|A0A1W3JF81|A0A1W3JF81_CIOIN	100	141	0	0	5	145	1	141	3.42e-101	285	100	141	0	0	1	141	5	145	5.21e-101	285
KY21.Chr10.349	tr|H2Y1B6|H2Y1B6_CIOIN	100	183	0	0	2	184	14	196	2.1e-137	380	100	183	0	0	14	196	2	184	3.49e-137	380
KY21.Chr10.350	tr|F6ZC09|F6ZC09_CIOIN	99.509	407	2	0	168	574	1	407	0	825	99.509	407	2	0	1	407	168	574	0	825
KY21.Chr10.352	tr|F6U1Y5|F6U1Y5_CIOIN	99.085	328	3	0	43	370	1	328	0	656	99.085	328	3	0	1	328	43	370	0	656
KY21.Chr10.353	tr|F6U1Z9|F6U1Z9_CIOIN	97.794	272	6	0	85	356	1	272	0	558	97.794	272	6	0	1	272	85	356	0	558
KY21.Chr10.355	tr|H2XNE4|H2XNE4_CIOIN	96.104	77	3	0	140	216	10	86	1.11e-48	155	96.104	77	3	0	10	86	140	216	6.28e-49	155
KY21.Chr10.356	tr|F6U212|F6U212_CIOIN	98.922	371	4	0	103	473	7	377	0	744	98.922	371	4	0	7	377	103	473	0	744
KY21.Chr10.357	tr|F6ZC68|F6ZC68_CIOIN	97.206	501	8	2	12	506	1	501	0	1007	97.206	501	8	2	1	501	12	506	0	1007
KY21.Chr10.358	tr|H2Y2K0|H2Y2K0_CIOIN	99.663	297	1	0	72	368	1	297	0	620	99.663	297	1	0	1	297	72	368	0	620
KY21.Chr10.359	tr|F6U2I3|F6U2I3_CIOIN	99.73	371	1	0	163	533	1	371	0	767	99.73	371	1	0	1	371	163	533	0	767
KY21.Chr10.360	tr|H2XVA7|H2XVA7_CIOIN	100	198	0	0	310	507	1	198	7.97e-139	409	100	198	0	0	1	198	310	507	2.77e-139	409
KY21.Chr10.361	tr|F6ZCC0|F6ZCC0_CIOIN	99.02	102	1	0	51	152	1	102	3.23e-60	197	99.02	102	1	0	1	102	51	152	7.7e-61	197
KY21.Chr10.362	tr|F6U2P7|F6U2P7_CIOIN	100	409	0	0	6	414	1	409	0	822	100	409	0	0	1	409	6	414	0	822
KY21.Chr10.364	tr|F6U2R3|F6U2R3_CIOIN	100	557	0	0	380	936	1	557	0	1098	100	557	0	0	1	557	380	936	0	1098
KY21.Chr10.366	tr|F6U2V6|F6U2V6_CIOIN	95.506	712	28	2	16	725	1	710	0	1386	95.506	712	28	2	1	710	16	725	0	1386
KY21.Chr10.367	tr|F6WPG2|F6WPG2_CIOIN	99.848	660	1	0	1	660	1	660	0	1368	99.848	660	1	0	1	660	1	660	0	1368
KY21.Chr10.369	tr|H2XW81|H2XW81_CIOIN	100	275	0	0	5	279	1	275	0	576	100	275	0	0	1	275	5	279	0	576
KY21.Chr10.37	tr|F6Q2E1|F6Q2E1_CIOIN	99.13	230	2	0	401	630	1	230	7.15e-170	482	99.13	230	2	0	1	230	401	630	4.02e-170	482
KY21.Chr10.370	tr|F6ZWD6|F6ZWD6_CIOIN	100	225	0	0	11	235	1	225	3.32e-170	475	100	225	0	0	1	225	11	235	2.61e-170	475
KY21.Chr10.378	tr|F6Z0X1|F6Z0X1_CIOIN	100	224	0	0	184	407	1	224	1.13e-159	453	100	224	0	0	1	224	184	407	6.92e-160	453
KY21.Chr10.38	tr|F6YJJ7|F6YJJ7_CIOIN	97.701	87	2	0	1	87	1	87	9.85e-58	172	97.701	87	2	0	1	87	1	87	2.62e-57	172
KY21.Chr10.380	tr|F6UDK5|F6UDK5_CIOIN	96.362	1127	15	3	220	1320	1	1127	0	2258	96.362	1127	15	3	1	1127	220	1320	0	2258
KY21.Chr10.384	tr|H2XVH0|H2XVH0_CIOIN	100	154	0	0	14	167	1	154	2.69e-116	324	100	154	0	0	1	154	14	167	3.87e-116	324
KY21.Chr10.388	tr|F6QVQ7|F6QVQ7_CIOIN	98.864	88	1	0	23	110	1	88	1.46e-61	182	98.864	88	1	0	1	88	23	110	2.36e-61	182
KY21.Chr10.389	tr|F6T5Q1|F6T5Q1_CIOIN	100	199	0	0	5	203	1	199	2.19e-148	409	100	199	0	0	1	199	5	203	3.35e-148	409
KY21.Chr10.392	tr|F6QSB8|F6QSB8_CIOIN	99.497	199	1	0	1	199	4	202	1.17e-146	404	99.497	199	1	0	4	202	1	199	1.86e-146	404
KY21.Chr10.396	tr|F6WE16|F6WE16_CIOIN	100	111	0	0	23	133	1	111	5.85e-78	224	100	111	0	0	1	111	23	133	7.64e-78	224
KY21.Chr10.397	tr|F6QV69|F6QV69_CIOIN	94	350	16	1	85	434	1	345	0	655	94	350	16	1	1	345	85	434	0	655
KY21.Chr10.399	tr|F6WEC1|F6WEC1_CIOIN	99.841	630	0	1	5	633	1	630	0	1296	99.841	630	0	1	1	630	5	633	0	1296
KY21.Chr10.4	tr|F6QEM0|F6QEM0_CIOIN	100	254	0	0	6	259	1	254	9.8e-174	504	100	254	0	0	1	254	6	259	4.07e-174	504
KY21.Chr10.40	tr|H2XSE8|H2XSE8_CIOIN	98.039	51	1	0	30	80	1	51	5.18e-33	107	98.039	51	1	0	1	51	30	80	5.16e-33	107
KY21.Chr10.400	tr|F6WEG7|F6WEG7_CIOIN	98.788	165	1	1	15	178	1	165	5.55e-120	335	98.788	165	1	1	1	165	15	178	8.04e-120	335
KY21.Chr10.401	tr|F6ZFV5|F6ZFV5_CIOIN	100	208	0	0	12	219	1	208	2.15e-151	417	100	208	0	0	1	208	12	219	3.19e-151	417
KY21.Chr10.402	tr|H2XS18|H2XS18_CIOIN	100	325	0	0	55	379	1	325	0	660	100	325	0	0	1	325	55	379	0	660
KY21.Chr10.404	tr|H2Y0P1|H2Y0P1_CIOIN	100	190	0	0	136	325	1	190	3.7e-133	388	100	190	0	0	1	190	136	325	1.64e-133	388
KY21.Chr10.405	tr|F6QCP7|F6QCP7_CIOIN	100	191	0	0	13	203	1	191	1.1e-144	399	100	191	0	0	1	191	13	203	1.6e-144	399
KY21.Chr10.406	tr|F6QCQ5|F6QCQ5_CIOIN	99.723	361	1	0	7	367	1	361	0	743	99.723	361	1	0	1	361	7	367	0	743
KY21.Chr10.408	tr|F6QCS1|F6QCS1_CIOIN	98.592	142	2	0	1	142	7	148	8.09e-102	286	98.592	142	2	0	7	148	1	142	1.32e-101	286
KY21.Chr10.41	tr|H2XV47|H2XV47_CIOIN	95	160	8	0	171	330	1	160	1.33e-102	296	95	160	8	0	1	160	171	330	5.85e-103	297
KY21.Chr10.410	tr|F6QCS6|F6QCS6_CIOIN	100	731	0	0	77	807	1	731	0	1515	100	731	0	0	1	731	77	807	0	1515
KY21.Chr10.411	tr|F6QGV6|F6QGV6_CIOIN	96.923	390	1	1	6	395	1	379	0	761	96.923	390	1	1	1	379	6	395	0	761
KY21.Chr10.412	tr|F6QVB5|F6QVB5_CIOIN	100	178	0	0	10	187	1	178	2.14e-131	364	100	178	0	0	1	178	10	187	3.19e-131	364
KY21.Chr10.413	tr|F6T1T3|F6T1T3_CIOIN	99.677	310	1	0	164	473	1	310	0	627	99.677	310	1	0	1	310	164	473	0	627
KY21.Chr10.414	tr|H2XM35|H2XM35_CIOIN	100	58	0	0	8	65	1	58	2.2e-39	122	100	58	0	0	1	58	8	65	3.07e-39	122
KY21.Chr10.415	tr|F6QH68|F6QH68_CIOIN	100	281	0	0	3	283	1	281	0	572	100	281	0	0	1	281	3	283	0	572
KY21.Chr10.416	tr|F6QH95|F6QH95_CIOIN	100	344	0	0	9	352	1	344	0	723	100	344	0	0	1	344	9	352	0	723
KY21.Chr10.417	tr|F6QH89|F6QH89_CIOIN	97.143	420	0	1	2	409	1	420	0	836	97.143	420	0	1	1	420	2	409	0	836
KY21.Chr10.418	tr|A0A1W5BG44|A0A1W5BG44_CIOIN	100	893	0	0	12	904	1	893	0	1839	100	893	0	0	1	893	12	904	0	1839
KY21.Chr10.419	tr|F6QVL5|F6QVL5_CIOIN	100	635	0	0	9	643	1	635	0	1321	100	635	0	0	1	635	9	643	0	1321
KY21.Chr10.420	tr|F6QHM7|F6QHM7_CIOIN	99.175	727	0	1	74	800	1	721	0	1484	99.175	727	0	1	1	721	74	800	0	1484
KY21.Chr10.421	tr|F6QHN7|F6QHN7_CIOIN	100	343	0	0	89	431	1	343	0	733	100	343	0	0	1	343	89	431	0	733
KY21.Chr10.422	tr|F6SGI6|F6SGI6_CIOIN	99.05	737	4	1	93	829	1	734	0	1535	99.05	737	4	1	1	734	93	829	0	1535
KY21.Chr10.424	tr|F6SGK9|F6SGK9_CIOIN	100	132	0	0	8	139	1	132	2.31e-90	257	100	132	0	0	1	132	8	139	3.43e-90	257
KY21.Chr10.425	tr|F6QHP8|F6QHP8_CIOIN	99.713	349	1	0	32	380	1	349	0	725	99.713	349	1	0	1	349	32	380	0	725
KY21.Chr10.427	tr|A0A1W5BFR1|A0A1W5BFR1_CIOIN	99.568	463	2	0	9	471	1	463	0	960	99.568	463	2	0	1	463	9	471	0	960
KY21.Chr10.428	tr|F6QTW3|F6QTW3_CIOIN	97.95	634	0	1	4	637	1	621	0	1280	97.95	634	0	1	1	621	4	637	0	1280
KY21.Chr10.429	tr|F6QTX2|F6QTX2_CIOIN	100	800	0	0	340	1139	1	800	0	1665	100	800	0	0	1	800	340	1139	0	1665
KY21.Chr10.43	tr|F6Q7A1|F6Q7A1_CIOIN	98.103	369	7	0	20	388	1	369	0	758	98.103	369	7	0	1	369	20	388	0	758
KY21.Chr10.430	tr|F6QW56|F6QW56_CIOIN	99.415	1026	6	0	524	1549	1	1026	0	2085	99.415	1026	6	0	1	1026	524	1549	0	2085
KY21.Chr10.431	tr|F6QW72|F6QW72_CIOIN	100	226	0	0	71	296	1	226	3.37e-170	469	100	226	0	0	1	226	71	296	4.03e-170	469
KY21.Chr10.432	tr|F6QW82|F6QW82_CIOIN	99.419	172	1	0	16	187	7	178	6.24e-124	347	99.419	172	1	0	7	178	16	187	8.63e-124	347
KY21.Chr10.433	tr|F6QU80|F6QU80_CIOIN	99.636	275	1	0	2	276	1	275	0	570	99.636	275	1	0	1	275	2	276	0	570
KY21.Chr10.434	tr|F6QUI4|F6QUI4_CIOIN	99.359	312	2	0	9	320	1	312	0	635	99.359	312	2	0	1	312	9	320	0	635
KY21.Chr10.436	tr|H2Y0K6|H2Y0K6_CIOIN	86.598	3477	204	27	991	4433	4	3252	0	5787	90.743	2733	56	14	4	2588	991	3674	0	4803
KY21.Chr10.438	tr|F6XFA2|F6XFA2_CIOIN	99.803	1017	2	0	8	1024	1	1017	0	2089	99.803	1017	2	0	1	1017	8	1024	0	2089
KY21.Chr10.439	tr|F6QZ03|F6QZ03_CIOIN	98.592	213	3	0	6	218	1	213	2.47e-161	442	98.592	213	3	0	1	213	6	218	3.79e-161	442
KY21.Chr10.441	tr|F6PHA1|F6PHA1_CIOIN	98.522	203	3	0	123	325	1	203	5.54e-149	416	98.522	203	3	0	1	203	123	325	5.41e-149	416
KY21.Chr10.442	tr|F6QZ12|F6QZ12_CIOIN	97.129	627	6	1	13	639	1	615	0	1248	97.129	627	6	1	1	615	13	639	0	1248
KY21.Chr10.446	tr|Q8I7E2|Q8I7E2_CIOIN	100	212	0	0	22	233	1	212	2.43e-157	433	100	212	0	0	1	212	22	233	3.45e-157	433
KY21.Chr10.447	tr|F6QZ30|F6QZ30_CIOIN	100	129	0	0	8	136	1	129	1.61e-93	265	100	129	0	0	1	129	8	136	2.38e-93	265
KY21.Chr10.450	tr|Q1RL96|Q1RL96_CIOIN	99.272	687	5	0	23	709	1	687	0	1419	99.272	687	5	0	1	687	23	709	0	1419
KY21.Chr10.451	tr|F6QZH0|F6QZH0_CIOIN	88.664	494	3	3	2	477	1	459	0	877	88.664	494	3	3	1	459	2	477	0	877
KY21.Chr10.453	tr|H2XY61|H2XY61_CIOIN	97.585	207	5	0	550	756	1	207	9.86e-148	429	97.585	207	5	0	1	207	550	756	4.22e-148	429
KY21.Chr10.454	tr|F6QZI8|F6QZI8_CIOIN	87.856	947	25	8	248	1106	1	945	0	1623	87.962	947	24	8	1	945	248	1106	0	1635
KY21.Chr10.455	tr|F6QZL4|F6QZL4_CIOIN	87.954	606	12	3	9	614	5	549	0	1074	87.954	606	12	3	5	549	9	614	0	1074
KY21.Chr10.458	tr|F7A602|F7A602_CIOIN	98.667	225	3	0	8	232	1	225	6.1e-164	451	98.667	225	3	0	1	225	8	232	8.52e-164	451
KY21.Chr10.459	tr|F6QZM4|F6QZM4_CIOIN	100	230	0	0	8	237	1	230	2.05e-176	482	100	230	0	0	1	230	8	237	3.12e-176	482
KY21.Chr10.460	tr|F6R4S6|F6R4S6_CIOIN	90.481	998	11	10	57	976	1	992	0	1813	90.481	998	11	10	1	992	57	976	0	1813
KY21.Chr10.461	tr|Q0E670|Q0E670_CIOIN	98.268	231	4	0	1	231	1	231	4.66e-174	477	98.268	231	4	0	1	231	1	231	6.92e-174	477
KY21.Chr10.462	tr|F6R4T5|F6R4T5_CIOIN	78.232	758	95	7	138	866	87	803	0	1065	98.077	520	3	2	294	813	364	876	0	1006
KY21.Chr10.463	tr|F6R4U4|F6R4U4_CIOIN	100	187	0	0	5	191	1	187	4.5e-136	382	100	187	0	0	1	187	5	191	4.31e-136	382
KY21.Chr10.464	tr|F6RDE0|F6RDE0_CIOIN	98.496	266	4	0	15	280	1	266	0	550	98.496	266	4	0	1	266	15	280	0	550
KY21.Chr10.465	tr|F6RDE8|F6RDE8_CIOIN	89.942	1034	29	8	16	987	1	1021	0	1791	89.749	1034	31	8	1	1021	16	987	0	1786
KY21.Chr10.468	tr|F6RDF3|F6RDF3_CIOIN	99.648	568	2	0	12	579	1	568	0	1168	99.648	568	2	0	1	568	12	579	0	1168
KY21.Chr10.469	tr|F6R5F9|F6R5F9_CIOIN	94.732	2031	64	9	36	2033	1	2021	0	3907	94.732	2031	64	9	1	2021	36	2033	0	3907
KY21.Chr10.471	tr|F6RDJ3|F6RDJ3_CIOIN	97.63	211	5	0	13	223	1	211	6.5e-157	432	97.63	211	5	0	1	211	13	223	9.62e-157	432
KY21.Chr10.472	tr|F6RDK2|F6RDK2_CIOIN	87.233	1825	76	15	1	1798	66	1760	0	3186	87.233	1825	76	15	66	1760	1	1798	0	3186
KY21.Chr10.474	tr|F6XFB8|F6XFB8_CIOIN	99.474	380	2	0	1	380	1	380	0	758	99.474	380	2	0	1	380	1	380	0	758
KY21.Chr10.475	tr|F6RTW0|F6RTW0_CIOIN	100	336	0	0	1	336	1	336	0	697	100	336	0	0	1	336	1	336	0	697
KY21.Chr10.476	tr|F6RU53|F6RU53_CIOIN	99.615	520	2	0	2	521	1	520	0	1076	99.615	520	2	0	1	520	2	521	0	1076
KY21.Chr10.477	tr|Q1RPW7|Q1RPW7_CIOIN	100	627	0	0	7	633	1	627	0	1295	100	627	0	0	1	627	7	633	0	1295
KY21.Chr10.48	tr|F6YZB7|F6YZB7_CIOIN	98.291	351	6	0	1	351	1	351	0	720	98.291	351	6	0	1	351	1	351	0	720
KY21.Chr10.480	tr|H2XWS8|H2XWS8_CIOIN	89.671	426	3	1	421	805	1	426	0	779	88.732	426	7	2	1	426	421	805	0	765
KY21.Chr10.482	tr|H2Y0B6|H2Y0B6_CIOIN	96.748	123	4	0	306	428	1	123	5.35e-84	253	96.748	123	4	0	1	123	306	428	2.26e-84	253
KY21.Chr10.485	tr|F6PIY0|F6PIY0_CIOIN	99.611	257	1	0	2	258	1	257	0	534	99.611	257	1	0	1	257	2	258	0	534
KY21.Chr10.486	tr|F6RDQ7|F6RDQ7_CIOIN	97.251	582	7	2	3	583	1	574	0	1172	97.251	582	7	2	1	574	3	583	0	1172
KY21.Chr10.487	tr|H2XNA9|H2XNA9_CIOIN	96.97	66	2	0	31	96	1	66	5.69e-42	130	96.97	66	2	0	1	66	31	96	6.12e-42	130
KY21.Chr10.488	tr|F6PIY6|F6PIY6_CIOIN	99.464	373	2	0	2	374	1	373	0	768	99.464	373	2	0	1	373	2	374	0	768
KY21.Chr10.489	tr|F6PIZ2|F6PIZ2_CIOIN	100	250	0	0	4	253	1	250	0	504	100	250	0	0	1	250	4	253	0	504
KY21.Chr10.49	tr|F6VVR6|F6VVR6_CIOIN	96.029	554	1	3	14	561	1	539	0	1092	96.029	554	1	3	1	539	14	561	0	1092
